airline,name,retweet_count,text,user_timezone
US Airways,CapitalCam,0,"@USAirways Your ""moveup"" policy really sucks. United has a 24 hour policy for this with status. I was wanting to move up from 5am to 7am...",Eastern Time (US & Canada)
Delta,TumbaSherman,2,@JetBlue love you guys. You know that. But I paid for prem. wifi toplay @vainglorygame. No go. Ping terrible / up too http://t.co/CmjRIWOP7O,Eastern Time (US & Canada)
Delta,leezbtv,0,"@jetblue having trouble signing in to TrueBlue today, despite right credentials. getting ""We are not able to sign you in"" msg.",Pacific Time (US & Canada)
United,Pat89339,0,@united The third wheelchair is broken! http://t.co/tvk0PyxQv5,Pacific Time (US & Canada)
Delta,Scott66Ash,0,@JetBlue didn't work. Fly-fi plus couldn't access ABC app. So I spent $19 and still missed Oscars. #disappointed,Atlantic Time (Canada)
United,SupaZ22,0,@united flight...gotta make this connector,Eastern Time (US & Canada)
American,towbinator,0,@AmericanAir I'm sure they did. It's certainly chilly back East today! 😮,Eastern Time (US & Canada)
American,diegolrz,0,@AmericanAir so great AA1103 sitting for an hour first technical problems now what?,Central Time (US & Canada)
Delta,BernardLeCroix,0,@JetBlue I guess I have to redo the Flight Booking Problems. Ugh!,Eastern Time (US & Canada)
Delta,mariobonifacio,0,@JetBlue Oh that totally looks on par with @AmericanAir's Admirals Club; any way you can slide us a couple passes? ;),Eastern Time (US & Canada)
US Airways,Anthony_Scerri,0,@USAirways flight 645 to Phoenix deboards passengers going to Salt Lake City because they can't resolve a simple bathroom issue. #fail,Quito
US Airways,CapuanoESPN,0,"@USAirways If I know I left something on my last flight (as I literally had to run to make my connection), how can I retrieve it please?",Eastern Time (US & Canada)
Delta,mariobonifacio,0,"Thanks! Hope I don't look like a complainer, I've written of good experiences w/you in the past and am making do in terminal 5 :) @JetBlue",Eastern Time (US & Canada)
US Airways,tayyylorrrx0,0,@USAirways thank you for refunding me on my baggage ! really appreciate it,Eastern Time (US & Canada)
US Airways,conz,0,@USAirways I just got hanged up on trying to get to an agent. Can you help?,Eastern Time (US & Canada)
United,Sweet_Curly,0,"@united I have a LH return business ticket from Den to Fra.If I fly domestic with you,bag can be checked through to Fra,no need to claim?",Berlin
Delta,paradeinpink,0,"@JetBlue my mom always said to never settle. If your chips ain't blue, you just won't do.",nan
US Airways,TullamoreEims,0,@USAirways You need to contact me ASAP. #Furious,Dublin
Delta,mike_baskin,0,"@JetBlue thanks for getting me to Boston early for @TuftsEnergyConf ""Breaking Barriers To a Clean Energy Future""",nan
United,tspinnersbride,0,@united What does DM the confirmation @ mean???,nan
US Airways,FrancisDeana,0,@USAirways so far no call back,nan
Virgin America,MaximWheatley,0,@VirginAmerica Just DM'd. Same issue persisting.,Atlantic Time (Canada)
Delta,ThatJasonEaton,0,@JetBlue do you REALLY think it's okay to sit kids away from parents?! Srsly?! Esp after your landing gear failure?? http://t.co/x6SYW3MDVu,nan
Delta,jackburke,0,"@JetBlue there was a closure? People here need to inform passengers, not send them gate to gate w no info on boards re: updated departures",Eastern Time (US & Canada)
US Airways,jessergauvin,0,@USAirways what is the damn delay????,Quito
US Airways,ximplosionx,0,@USAirways It's not double booked. I spoke with CS and we've got a plan to fix this. It's still an amateur mistake that should never happen.,Eastern Time (US & Canada)
US Airways,maddie_helms,0,@USAirways never flying you guys again. your customer service is awful,nan
Southwest,AllenSpencer5,1,@SouthwestAir = easy and pleasant. @united = difficult and stressful. Learned my lesson.,Mountain Time (US & Canada)
United,atom_burke,0,@united I was on UA1069 today and left my sunglasses in seat 26F. Please help me get them back! #UnitedAirlines,nan
Delta,MakebaMakeba,0,@JetBlue busy due to storm but customer service should always be on point. More so now than ever #getittogether,nan
Southwest,Jesswhy,0,"@SouthwestAir stewardess really funny! Now I could get the gent next to me to use some headphones, this would be the perfect flight!",Pacific Time (US & Canada)
US Airways,jadedhippie09,0,"@USAirways I promise, if I can help it I will nvr fly w/u again. Even if I have 2 pay more $$$ 2 fly w/ sum1 else #badcustomerservice",nan
Southwest,joepalko,0,@SouthwestAir you guys are awesome... #dontchangeathing #luv,Eastern Time (US & Canada)
United,Tgoody9,0,"@united unless it's on you guys, im good.",Central Time (US & Canada)
American,rafalotto,0,"@AmericanAir No! We departed 24 hours Late Flightr, with a crazy crew. One of the lady simply freaked out and got away from job before departure.",Brasilia
American,JamieStrong38,0,@AmericanAir fcuk you. Shit service. You got no fans.,nan
American,macario2,0,@AmericanAir leave our luggage in the baggage claim without any previous information! That's not the deal!! http://t.co/oTTy5rYMzD,Brasilia
US Airways,hobbes31,0,"@USAirways http://t.co/AXRYeIWzh0, vuelo24.es, vuelos24.es sell too cheap MAD-NYC with USAirways. Are they trusted webs or is it a scam?",Madrid
US Airways,dcamp1014,0,@USAirways No hot food on a 5 hour flight? Crazy. Couldn't eat in PHL b/c our original connection was 40 min Late Flight. What gives? #PHLtoLAS,Central Time (US & Canada)
United,Easy_E_,0,@united thanks for prompt response.  Another hour to enjoy vacation! Perhaps a bug in the app as it still shows 2:55.,Eastern Time (US & Canada)
Southwest,TJGoertz,0,"@SouthwestAir Great, thank you. Best of luck dealing with this horrible winter.",Eastern Time (US & Canada)
United,Belendelcanto,0,@united well the income flight to dca to take us to ewr was delayed and it made us miss our connection to FLL so yes hotels were necessary,Hawaii
United,discobiscuit63,0,"@united once he found out we had a problem he avoided me like the plague. Was told ""we can't find a supervisor.""",Central Time (US & Canada)
Delta,heyheyman,0,@JetBlue How do I know if my flight was deemed a dark flight?,Eastern Time (US & Canada)
United,GYank,0,"@united worst agents in US at Ft. Lauderdale Airport; passengers stand in line, getting status alerts &amp; still didn't make an announcement",nan
Delta,travelingranger,0,@JetBlue heard about the charge for 1st bag and tighter seats - no need to be a loyal JB customer anymore!,nan
United,raulcordenillo,0,"@united I will do delayed baggage claim when I land. Hopefully the bag isn't broken into, damaged or lost w/c will result in more complaints",Stockholm
United,tsbjr33,0,@united How do you have a scheduled flight WITH NO CREW? Is there a competent person working at this airline?,Atlantic Time (Canada)
US Airways,patrickcota5,0,@USAirways then she had to get her own hotel so ur agents did nothing to help and to top it off you sent her luggage on the wrong flight!!!,nan
United,JoeRychalsky,0,@united why are there no early morning flights from HNL to anywhere in the continental US? Example- Monday 4/20. Need flight to PHL,Eastern Time (US & Canada)
American,TinaHovsepian,0,@AmericanAir yep as I saidi feel sorry for you that you have to run their account how embarrassing for you,nan
American,blogblogblog,0,@AmericanAir customer service (if you can call it that) refunded my money,Central Time (US & Canada)
United,Charlie_Mich,0,@united 2 days and 3 planes with mechanical issues?  Now over 1.5 hrs Late Flight sitting on this plane. This is insane!!,nan
Southwest,JackieFromSpace,0,@SouthwestAir YOU ARE THE EASIEST AIRLINE TO DEAL WITH.. I LOVEEEE YOU SO MUCH,Arizona
American,chagaga2013,0,@AmericanAir for our delays !!! I'm out of more money because of you,Central Time (US & Canada)
United,DustinDreams,0,@united when a 2 hour flight turns into a 3:30 ordeal...sigh,Atlantic Time (Canada)
Southwest,vovoci,0,@SouthwestAir : Hello..are flights taking off from @DallasLoveField airport this noon. Am supposed to travel on flight 376 to San antonio,nan
United,jimbuckley13,0,@united I understand ppl make mistakes but don't code something in a way that we can't get reimbursed when it's YOUR fault. Just blatant LIE,nan
United,davidchernin,0,@united updated A320 aircraft has wifi and device entertainment but no outlets. I don't get it. How can I charge devices?,Eastern Time (US & Canada)
Southwest,ohrebeca,0,@SouthwestAir are there any flights from MSP to HRL in March? I'm looking at 3/19-3/23,Central Time (US & Canada)
Virgin America,JAYXXX1,0,@VirginAmerica YES FYI  MY BFF,nan
Virgin America,funky_bbq,0,@VirginAmerica Are there any plans for a short haul airline in Europe? Would defiantly fly with you guys :),nan
US Airways,JQCalderwood,0,@USAirways you have got to be kidding me!  No info on 4565 from DCA to BGR and your phone line tells me to call back Late Flightr?,Quito
US Airways,RebeccaHaber,0,@USAirways I found a flight I want on @CheapOair. Is my @AmericanAir AA Advantage # applicable to earn miles on it since you're merging?,Pacific Time (US & Canada)
United,RobandMeg,0,"@united landing in anchorage, then on our way to fairbanks! http://t.co/FjkvQMbmaS",Eastern Time (US & Canada)
Delta,calengerich,0,@JetBlue such a bummer.  But I understand it's a business deal. Thanks for answering me!  Much less sad now.,Tokyo
American,SuperGlueMom,0,@AmericanAir I was happy to purchase the upgrade. If only it was avail on my next flight.,Eastern Time (US & Canada)
United,Nic_Thoman23,0,@united I've got a campus visit in an hour and I'm still wearing the same clothes...,Eastern Time (US & Canada)
American,lczand,0,@AmericanAir seats that were assigned are inappropriate for child this age. AA knew age of child.,Central Time (US & Canada)
Delta,betorides,0,"@JetBlue  FLL to MDE, great flight, great customer service, THANKS! 2 mths waiting  @AmericanAir  to speak to a human at customer service",Quito
Southwest,nikkijbreeze,0,@SouthwestAir no thanks,nan
US Airways,RyanMWatts,0,@USAirways delayed 2 days for weather and on top I got yelled at for being Late Flight when I was not notified of the time change #WellDone,Central Time (US & Canada)
US Airways,KillDaWabbit2,0,"@USAirways I've been on hold with your Divident Miles service desk for 45 minutes, and that's after being hung up on the first time.",nan
United,Fader_Jockey,0,@united it would be great to get a callback from the agent that disconnected me trying to put me on hold after waiting to connectfor 60+min,Central Time (US & Canada)
United,8629Fissile,0,@united Thanks but why did this occur? You guys had 3 hours extra to get my bag on due to your delay. So that's 7 hours you had. #fail!,London
Delta,ThePRCloset,0,@JetBlue Ive called you 3 x &amp; waited on hold 10 min each time to be disconnected each time. Enraging! I need to speak to someone! #help,Eastern Time (US & Canada)
US Airways,caneryilmz,0,@USAirways but i bougth mc caren to jfk with same agency and delta airways . Delta refund money but usairways doesnt accept to refund,nan
US Airways,JessicaRyckman,0,"@USAirways worked w/ Tiffany H at cust service desk in Charlotte and she was helpful and patient. Still stuck, but she was great.",Eastern Time (US & Canada)
United,DexterBerkeley,0,"@united Your staff, both on deck and in the cabin on UA768 SFO -&gt; BOS were exceptional today. Please tell them well done :)",London
US Airways,riricesq,0,@USAirways why would you not give us the option to get off the plane instead of sit on it for an hour and a half when you knew at the gate,Quito
US Airways,CruiseEditor,0,@USAirways 1917. Still sitting here. Feels badly handled.,Eastern Time (US & Canada)
Southwest,abbeymcole,0,@SouthwestAir officially on hold for 2 hours!,Central Time (US & Canada)
Delta,castellarin1126,0,"@jetblue - WTF, stuck at JFK for 2+ hrs in a delay to Boston cuz u say snow.  No snow on weather map!!!  WTF!!!",nan
Southwest,Deadeye82,0,@SouthwestAir we didn't nothing was ruined just wet. Just frustrating when after traveling for 12 hours you can't change into clean clothes,nan
Delta,BubbaLucius,0,@JetBlue is a joke. Missed my connecting flight by 5 minutes. Last flight of the day and they don't hold it.  5 minutes.,nan
Southwest,FactualRevolt,0,"@SouthwestAir I can. Doesn't it seem fair that if our bags need to fit under our seats, we should need to fit in them?",Arizona
United,jaciMugg,0,@united Can I add miles from my January Air China flight to my MileagePlus account?,Quito
Delta,DonnellyVJ,0,@JetBlue still waiting to board and see if they will give us the exit row.,nan
Southwest,toddntucker,0,"@SouthwestAir can tweet through the weekend/ bad weather, but closes down customer relations center to process refunds for Cancelled Flighted flights.",Eastern Time (US & Canada)
United,TomWarrenburg,0,@united I got an email from cust. care for an issue I had offering me a voucher. How do I claim that? I emailed back but got no reply. DM me,nan
Southwest,Creative_Advant,0,@SouthwestAir WiFi on yesterday's flight extremely slow a waste of $8 and lost the travel time for work.,Eastern Time (US & Canada)
Delta,CinziannaP,0,@JetBlue @CinziannaP thank you! I like the quick response on Twitter!,Eastern Time (US & Canada)
Southwest,KierstinKrul,0,"@SouthwestAir 4 hour delay in ATL due to ""air traffic control""....love missing an entire day of my vacation #unhappycustomer #mytimeismoney",Quito
US Airways,PhilHagen,0,@USAirways I certainly understand the hold delays for WX reschedules - I've been on for 2hr15min - do you have an estimated wait time?,Eastern Time (US & Canada)
American,droqen,0,@AmericanAir Eventually the call got through. Not sure what changed. Thank you a lot though!,Eastern Time (US & Canada)
Delta,JessBarbalato,0,@jetblue is the website down? Can't print boarding pass,Eastern Time (US & Canada)
United,skyjumper77,0,@united What delivery service do you use? I'd like to call them myself.,nan
United,PhilFromChico,0,@united Thank you for the cheese platter and abundance of entertainment options. Time just flew by.,Pacific Time (US & Canada)
American,galen_emery,0,@AmericanAir I can't keep dialing you guys all day. Can I get into the callback queue?,Pacific Time (US & Canada)
US Airways,dmbatcofc,0,"@USAirways I know that, thanks. Evaluate further ;-) ... -Chairman",Eastern Time (US & Canada)
United,Finrz,0,@united screws up again...to be expected! NEVER AGAIN!,Hawaii
Delta,mOnKofficial,0,“@JetBlue: @maatkare67 We hope you're still our bae! @TatianaKing @thewayoftheid”haa man,Eastern Time (US & Canada)
US Airways,atHomeinProv,0,@USAirways Thx to gate agt John Pascucci for finding us a flight from CLT to PVD after our original one was Cancelled Flightled http://t.co/YiwLhQhZgp,Eastern Time (US & Canada)
Delta,spark911uk,0,@JetBlue @AmericanAir ah ha! I misread the end date as being 2014 not 2015. Thanks for clarifying :),Eastern Time (US & Canada)
United,ayangoswami,0,@united. You guys made my day. Treated me well. Thank you!!!,nan
Southwest,lesleemitchell,0,@SouthwestAir will you please tell me if I'll make my flight out of here tomorrow 8am? I've been tryin for 3 days now to leave,Central Time (US & Canada)
Delta,dnaumann54,0,@JetBlue shut up an turn on the tvs/music,Eastern Time (US & Canada)
Virgin America,GunsNDip,0,@VirginAmerica your no Late Flight bag check just lost you my business. I missed flight and AM apt. Three other people on flight had same exp.,Pacific Time (US & Canada)
US Airways,tamajared,0,@USAirways I've been waiting for the callback for EIGHT HOURS. HOW MUCH LONGER?!,Quito
US Airways,sejaffe,0,"@USAirways @ClaudOakeshott don't need this link, after getting a person u now say u don't know where bags are. Lost on a nonstop phx to jfk.",nan
Delta,noplasticshower,0,.@JetBlue i'm sorry.  Boarding chaos is underway.  Please query again post scrum.,nan
United,docambrose97,0,@united Thanks!  Good to know.,nan
United,CheerTymeDad,0,@united @CheerTymeDad Gee that's like almost caring about ppl more than $$.  Think I'm more int in having a trusted adult w/ daughter .,nan
United,annricord,0,@united said they would give us a refund. 30 days Late Flightr NO refund.,Mountain Time (US & Canada)
Delta,drwinston001,0,@JetBlue @philpete wonder if that's the pilot tweeting you back? Is it legal to tweet and fly? What if the plane in front stops suddenly?,London
Delta,tom_brant,1,@JetBlue selfie on the flight 83 from #JFK to #Orlando . With @Supertzar85 http://t.co/QRANZImHTr,nan
United,29MC29,0,@united how much does a ski bag cost to check?  Bag contains 1 pair is skis and one pair of poles,nan
United,Pseudonymous,0,@united thank you! Excited to be working with you guys!,Pacific Time (US & Canada)
United,sjwwalsh,1,@united second time flying into Houston and 45+ mins waiting for luggage at baggage. Typical? Still waiting..,nan
American,RobGlaser,0,@AmericanAir thx for the apology.   A commitment to fix your broken system would be better.  Actually fixing it would be better still.,nan
US Airways,PndrewCress,0,@USAirways half an inch of snow in Charlotte #overwhelming,nan
Southwest,Muirkat_23,0,@SouthwestAir can you answer the phone so I can change my flight plans. Srsly.,nan
US Airways,emmaprzyby,0,@USAirways flight 1898 landed over 2 hours ago and they still haven't gotten to the gate.. What's the hold uppp 😭😭 #imtired #wannagohome,nan
Southwest,jillianhello,0,@SouthwestAir So frustrated with my experience with #Southwest. 18 hours trapped in Denver bc of mechanical problems. #worstcustomerservice,Arizona
United,AndrewBarco1,0,@united feck guys. Stop Cancelled Flightling flights from EWR to RIC the weather is fine I both locations!!!,Eastern Time (US & Canada)
United,140JustinC,0,@united that's of course in lax,Atlantic Time (Canada)
US Airways,TarpsTwin,0,"@USAirways Storm or no storm, your customer service is a joke. 6 hour wait time to speak to someone? I will never fly your airline again.",nan
Southwest,Million_Miler,0,"@SouthwestAir BTW, not a weather delay. We've had beautiful weather in Sunny California. #nolove #noexcuses #cali http://t.co/kumtbgER03",nan
American,clara_ennist,0,@AmericanAir so we have a Cancelled Flightled flight in about twelve hours. Maybe we'll have heard from an AA rep at that point.,nan
US Airways,KateDeLeal,0,@USAirways cust svc just let it slip that previous cust svc lied to me about supervisors &amp; corporate ph#. $200 to change a $130 tix? No thx.,nan
Delta,stetsoninc,0,"@JetBlue This is the error message: Paper tickets cannot be serviced on-line.
Please see a JetBlue Crewmember for assistance.",Central Time (US & Canada)
US Airways,ElizabethFrayer,0,@USAirways but only for certain flights from CLT-NYC. The notion that you can't rebook customers for 48 hours is absurd.,nan
United,rdowning76,0,"@united @RenoAirport hi, when do direct flights from Houston to Reno begin?  Don't see any days in March?",nan
United,fatmanscoop,0,"@united got it right with the safety demonstration! Corporate but funny, reserved but NOT CORNY  as a… http://t.co/lwOtKIEKGU",Eastern Time (US & Canada)
Delta,WeChiefMusic,0,@JetBlue apparently the plane was delayed coming up from San Juan. Monsoon there today?,Atlantic Time (Canada)
US Airways,amischke,0,@USAirways On hold for &gt;70 mins on my 3rd attempt just to get a receipt showing change fees for an upcoming flight. Please help!,Eastern Time (US & Canada)
United,segallsays,0,@united is the stingiest airline. Nobody should model after them. #PTFO #cheap #bastards #stingy,America/Chicago
United,a_a_ron_cbus,0,"@united Delayed CMH to ORD. Ran to gate 1 min b4 connection -door closed no one around. Ignored by 1st agent, 2nd super rude. #thanksunited",nan
United,tippykayak,0,"@united Been sitting on flight 435 for an hour after landing in Newark. First no gate, then no jetway operator. Seriously!?",Eastern Time (US & Canada)
American,alnanderson,0,@AmericanAir any idea why flight 5392 from HSV to DFW tomorrow Cancelled Flightled about 45 minutes ago?,Central Time (US & Canada)
Delta,Ptesher5,0,"@JetBlue loved the service from the staff at Newark today. 

Good service goes along way.

I appreciate your preciation  

Nj ✈️Tampa 

🔵🔵🔵",Quito
US Airways,Matt_Bernanke,0,@USAirways you're killing me from the inside,Quito
American,ollypop15,0,@AmericanAir I bought a plane ticket 2 months ago and still haven't received my flight info and ticket in my email when it will come?,nan
United,MaryStinchfield,0,@united thankful for great service in Newark. Seats fixed and I was seated with my daughter! Fab landing in Fort Myers!,nan
United,ahpandya747,0,@united 3866 is at a stand still! No pilot or paperwork for fix over 25mins! Problem was fixed 30mins ago. Flight is as is delayed!,Eastern Time (US & Canada)
US Airways,Ltos5363,0,@USAirways I tried speaking to multiple people at your reservations desk after 30 min on hold. #waivethefee #poorcustomerservice #Neptune,Eastern Time (US & Canada)
United,iamtedking,0,@united any news?,Eastern Time (US & Canada)
American,lalonajera7,0,"@AmericanAir I was flying today to MTY Mex at 9:30am but still appear Cancelled Flight, Where can i talk for another flight?",Eastern Time (US & Canada)
Southwest,MCarlucci,0,"@SouthwestAir thanks for the b day concert I watched them all (and noticed the fist bump/high five at the end of the ""rock"" version)",Pacific Time (US & Canada)
American,flemmingerin,0,@AmericanAir hey I got a call saying our flight was rescheduled but I can't get through to anyone to see if you're providing a hotel for the,nan
US Airways,BrianKush,0,"@USAirways it was 1838, almost 5 hours Late Flight due  to mechanical.",Quito
US Airways,ashwatson3,0,"@USAirways i have never been treated so poorly by an airline in my life, as a military family we do alot of flying..",nan
US Airways,ashwatson3,0,@USAirways I am appalled. My departure with you was all messed up and now on return i am supposed to fly alone with two very sick kids,nan
US Airways,rodeorose1962,0,@USAirways  #USAirways disappoints AGAIN! #Cancelled Flighted flights #Missed appointments #Promised refund is a lie,nan
US Airways,electromail,0,@USAirways I NEED TO *SPEAK* TO SOMEBODY ABOUT A RESERVATION. As in talk to a human being. Yet your computer system puts the phone down on,Amsterdam
Southwest,JoyHaynes,0,@SouthwestAir thanks! I expected a wait... Just not that long. :),Central Time (US & Canada)
United,VisionRoij,0,"@united sorry, wrong link for the bag : http://t.co/pZAl4wtrEZ Thats the one i meant",Amsterdam
Southwest,BLUEnergyUSA,0,@SouthwestAir I love you guys! Had to take a few other airlines this week...makes me love and appreciate y'all so much more! #onlywaytofly,Central Time (US & Canada)
American,SusieBarre,0,@AmericanAir my flight 386 to Dallas from Jacksonville fl has been Cancelled Flightled. No one has notified me. What's going on?,nan
Delta,JetBlueNews,0,@JetBlue Airways Corporation (NASDAQ:JBLU) Update: @JetBlue says #Lufthansa ... - Markets Bureau http://t.co/aPY3zLSqUu,Sydney
US Airways,david_drhealey,0,@USAirways see you on board tomorrow,Hawaii
Delta,angrydesi,0,"@JetBlue:  Ahoy from a loyal #AllYouCanJetPass holder! When do you anticipate direct US flights to #Havana, #Cuba? (#JetBlue #Vacation)",Eastern Time (US & Canada)
Southwest,WesHartman01,0,@SouthwestAir Cancelled Flightled flights and asshole phone support. #worstairline,Pacific Time (US & Canada)
Southwest,rjp1208,0,@SouthwestAir nice work on the update!,Pacific Time (US & Canada)
American,rmaurer68,0,@AmericanAir have been waiting for a call back for over two hours jan to die tomorrow at 6am Cancelled Flightled what are my options?,nan
US Airways,ProActivePT,0,"@USAirways Empty 1st class, Chairman can't move up due 2 silly award travel rule trumping common sense - customer service fail again!",Eastern Time (US & Canada)
American,BartonDVM,0,@AmericanAir I'm frustrated by all of the @USAirways attitude toward #ExecPlat members. #thenewamerican,Central Time (US & Canada)
US Airways,_Leycar,0,@USAirways what is going on with the computers? Why is my flight grounded? Why does your airline suck so much? #UnansweredQuestions,Eastern Time (US & Canada)
United,TaraNorden,0,"Why even ask me to DM you and offer help if you ""can't do anything"" @united #terriblecustomerservice #unitedairlines http://t.co/feC4i3Vwq7",Central Time (US & Canada)
Southwest,aroundsville,0,"@SouthwestAir very confusing to receive ""your trip is around the corner!"" email when I already Cancelled Flightled the flight",nan
American,weezerandburnie,0,@AmericanAir how about you give us a number to call instead of the empty email since you are not working on it,nan
Southwest,billysharp022,0,"@SouthwestAir thank you for Cancelled Flighting my flight, last minute of course, to #GIS2015. I'm now missing one full day of my trip thanks to this!",Eastern Time (US & Canada)
US Airways,GrahamHaigh,0,"@usairways great crew for flight 504 PHX to YVR tonight! Friendly, efficient. Awesome job.",Pacific Time (US & Canada)
Delta,KoolieAshSays,0,@JetBlue why won't the site let me book tickets for nov for jfk to kin?,Pacific Time (US & Canada)
US Airways,ankitgulati,0,"@USAirways had baggage lost last night, no call from us airways and no bags and nobody answering phone #badcustomersrvice #whereismybag",Central Time (US & Canada)
Southwest,andresecarvallo,0,"@SouthwestAir I recommend upgrading your IVR and using call back, email, and texting from a know caller.",Central Time (US & Canada)
Southwest,slaffere,0,@SouthwestAir please hire an efficiency consultant to manage your PHX baggage checkin. Way to many open kiosks with 100's of ppl waiting,Central Time (US & Canada)
United,TaylorWoot,0,"@United wind chill in Ithica -17 degrees, and for the trouble of losing my clothes they give me a t-shirt. I'll burn it for warmth. #united",Eastern Time (US & Canada)
United,ColtSTaylor,0,@united How can you not know where my bags are?  You knew where they were 6 hours ago. You are killing me!  Worst service. Ever.,nan
Delta,heyheyman,0,@JetBlue We had some major plane-wide DirectTV issues yesterday. System kept being reset by crew member.,Eastern Time (US & Canada)
Delta,joshto,0,@JetBlue Disappointed we weren't allowed to bring on an aircraft approved carseat on an empty plane. Not cool.,Pacific Time (US & Canada)
American,APOinc,0,@AmericanAir why are @USAirways gold forced to pay for an upgrade? Open seats in 1st and not offered to Gold/Sapphire,Eastern Time (US & Canada)
US Airways,drewdenker,0,@USAirways just told by supervisor that they won't guarantee the empty seats to standby passengers with flights Cancelled Flightled so can sell them,nan
United,DominikDesbois,0,@united WTF!?!? Delay after delay. 15 hours YVR to SAN? Unacceptable. Flight Crew Availability is to blame? NEVER AGAIN with @united,nan
United,drooln,0,"@united KOA-LAX should have fresh food service, right?",Hawaii
United,JoeRychalsky,0,"@united basically, I need to leave from Hawaii Late Flight evening (midnight) and get back to Philly Late Flight Monday night. Most trips get me in Tues",Eastern Time (US & Canada)
US Airways,ToxicLayge,0,"@USAirways getting sorted, thanks",London
Virgin America,GabriellaDago,0,@VirginAmerica is saving my sanity right now: http://t.co/ELtBOLjUl9,Eastern Time (US & Canada)
American,claireh___,0,@AmericanAir Hey so I'm very disappointed with my time traveling with you! I've had the worst experience and both times the flight delayed!,Eastern Time (US & Canada)
US Airways,Katycarlson,0,@USAirways the plane i am on is having mechanical issues. Why cant i get off and get on a new flight? Now i have missed my connecting flight,Central Time (US & Canada)
United,lowenberg,1,@united I can understand that but to not have another plane available when there is a full day till departure is unacceptable. Phoenix?,nan
United,CristineKao,0,@united usually your lounge staff are fantastic! Except today in MCO where almost denied entry to lounge even though traveling united-first,nan
US Airways,nickpasculli,0,@USAirways not moving we are in the tarmac delayed for some unknown reason. I'll keep you posted,Arizona
Delta,MeganAurea,0,@JetBlue nope. Currently sitting at my gate.,Eastern Time (US & Canada)
American,_mhertz,0,"@AmericanAir and feel free to email me mikehertz7@gmail.com - don't worry, we're not going anywhere but this damn Tarmac for a bit!",Pacific Time (US & Canada)
United,karenmel,0,@united Boston is all self service. Swipe yr own boarding pass at gate. Most difficult: Tag your own bag. Not easy! #ImproveTheProcess,Tehran
United,JTMacrizzle,0,"I will, if you can show me where this new program is beneficial to your longstanding loyal consumers... @united",Quito
US Airways,tjelke,0,@USAirways I am good. I just did not understand the terminology.  but the merger brings new verbiage,Eastern Time (US & Canada)
US Airways,thefisch26,0,"@USAirways Secondary screenings, a piece of the plane missing... Anything you want to tell us?",Central Time (US & Canada)
Delta,jjkend,0,@JetBlue 😭😭😭😭 yall are really better then American Airlines though.,Mountain Time (US & Canada)
United,wisemana,0,"@united &amp; on top of no free tv on the int’l leg, now I’m sitting on the Tarmac in Houston, 70 min past departure w/ another hr plus to go",Eastern Time (US & Canada)
Delta,CBarrows,0,@JetBlue If you have well-priced flights to #Oahu - we could be best friends. @vincenzolandino,Eastern Time (US & Canada)
US Airways,OP_Rahul,0,@USAirways actually it landed in BWI 30 minutes ago. She is stranded but I have friends to help. You FAILED big time on this one.,nan
US Airways,MityaFerenetz,0,"@USAirways 6 hours, no agent. Should I keep waiting?",Atlantic Time (Canada)
US Airways,jakenemmasmom,0,@USAirways yes it landed at 11:40am. Should not take another 12+ hours to go 40 min drive. Was assured I would have this am.,nan
United,tomcrabtree,1,@united Lost bags. Cancelled Flightled flights. Delhi call centers. Poor United staff spread thin and stressed. You name it.,Pacific Time (US & Canada)
United,mlipschits,0,@united hi.I am still waiting for the refund. This is ridiculous.Or u approve my tickets or u give me a refund.Please advise wht is going on,nan
US Airways,AndrewAquilante,0,"@USAirways why did you Cancelled Flight flight 1773 to phl, while delta flew a flight at the same time, on time? you Cancelled Flighted for no reason",Eastern Time (US & Canada)
United,ljtypes,0,"@united I'd say most of the public can't extend their vacation a week, point is why advertise multiple flights you can't honor?",nan
US Airways,ashleycolburn,0,@USAirways I have two tight connections in #Charlotte and #Frankfurt,Pacific Time (US & Canada)
Delta,princessmarapao,0,@JetBlue Will do.  I'll tell him you say hey.,Eastern Time (US & Canada)
United,andreamvdlg,0,"@united not 100% sure, however my ticket included one checked bag, therefore this charge was extra and completely unanticipated.",Eastern Time (US & Canada)
US Airways,nickpasculli,0,@USAirways over an hour now and still no one at the Yuma counter,Arizona
United,momsgoodeats,0,But I don't see AA @united,Central Time (US & Canada)
Delta,JayPochBaby,0,@JetBlue we now have to get off of the plane and wait another 1-2 hours for someone at the @BuffaloAirport to read the temp. #tired,Eastern Time (US & Canada)
United,pongchmp,1,"@united ok so what is being done about my experience? My family had a terrible experience for $1,200. It's kind of like being robbed.Explain",Eastern Time (US & Canada)
American,rcwhalen,0,@AmericanAir So plot thickens. We're on plane but no ground crew to get us off gate. Apparently under the weather in large numbers....,nan
United,RichGoldstein,0,@united Didn't know that buying a seat in first class was just a 'request' to sit in first class! Very Interesting.,nan
Delta,mariobonifacio,0,@JetBlue I knew the 3-4 hours sounded odd; missed a flight we hit JFK an hour early for and your gate  attendant told us 3-4 :(,Eastern Time (US & Canada)
US Airways,mpordes,0,@USAirways tell the flight from clt to srq 5080 to wait!!!!!!,nan
US Airways,riricesq,0,@USAirways has completely wasted my work day! Thank you for the bad service and bad Friday!,Quito
Delta,Amaznred,0,@JetBlue thanks for getting me to Orlando early #happiness,nan
