Date,Hit Sentence,Country,Reach,Twitter Authority,Twitter Screen Name,Twitter Followers,Twitter Following,State
23-Jan-2022 09:48PM,RT @GiftCee: The plan: Get rid of Boris Force a General Election before #VoterID Manipulate voting in favour of Labour. Keir Starmer installed in number 10 Ditch plans for #VoterID Scotland gets #IndyRef2 Reverse #Brexit,United Kingdom,2487,6.0,Liza,2487.0,3300.0,nan
02-Feb-2022 10:26AM,QT @dsmitheconomics: Grim reading as Project Fear comes true ; My Times piece today: Britain’s manufacturers are being hit by the costs and other adverse effects of Brexit but are seeing no discernible benefits: Manufacturers hit by the cost of Brexit must wonder where the benefits are https://t.co/9CO3GmaDzc,United Kingdom,3097,7.0,Rosemary Tait 💙,3097.0,2395.0,Scotland
03-Mar-2022 08:35AM,RT @Speed_Peete: QT @AlexTaylorNews: @guse_guse Here you go.. https://t.co/OPC68OvQsS ; We've taken more people fleeing theatres of conflict since 2015 than any other country in Europe HELLO ? GERMANY TOOK OVER A MILLION FRANCE TAKES 3X AS MANY REFUGEES AS THE UK ETC It's just relentless unchallenged we're better than Europe lies in every answer now #PMQs https://t.co/LB7eepn76Q,Unknown,2127,6.0,Daisy Richards,2127.0,3037.0,nan
20-Jan-2022 07:40AM,"RT @uk_domain_names: Over a year after Brexit proper, the HOC Transport Committee decides to start finding out what the impact might be on ports and what effects the border procedures might have. Like asking what's inside an unlabelled bottle a year after ingesting the poison it contained. ; How does infrastructure inside/outside a port ensure reliability and efficiency of the road freight supply chain? What will be the impact of new border procedures on goods moving between the UK/EU and EU/UK? All questions for our MPs today https://t.co/ht498kSCXi",Canada,415,5.0,Stockpiling Scabiosa 💙,415.0,576.0,Ontario
25-Feb-2022 08:25AM,"RT @anarsenalchap: @LemSip27 Brexit , Tory corruption ..Tory Russian money, 2019 election have shown that there are an awful lot of very dim people in the uk",Unknown,8829,8.0,Lem-Sip 🇪🇺🍋😷💻⌨️💉☘️🇮🇪🇫🇷🏴󠁧󠁢󠁷󠁬󠁳󠁿,8829.0,5846.0,nan
08-Feb-2022 02:45PM,"RT @MitchBenn: In fairness “Minister for Brexit Opportunities” is ideally suited to Jacob Rees Mogg’s talents, because there aren’t any. And there aren’t any.",United Kingdom,439,4.0,Mark Ward,439.0,887.0,England
28-Mar-2022 06:55PM,RT @BrugesGroup: Those Ministers pushing for Article 16 are to be commended. The EU has played silly games with Northern Ireland since 2016. It is time to make clear that the territorial integrity of the UK is non-negotiable. https://t.co/hF8sOMS58M,United Kingdom,1393,6.0,Joseph McDonnell 🇬🇧,1393.0,1052.0,England
26-Feb-2022 08:41PM,"RT @LovingBrexit: QT @robertsessford1: M15 should investigate their coordinated lies. It’s tantamount to subversion. ; @Conservatives Can someone raise an urgent question as to why @UKLabour MP's have been tweeting, false and disingenuous information all afternoon as to the refugee assistance for Ukrainians #NeverLabour",Cameroon,4500,7.0,"Q Mac: Donald & Boris, All Vets",4500.0,4732.0,South
13-Jan-2022 10:46PM,@IainColledge @LordOfFreedom2 @ShegorReador @DougalCMK @TerraOrBust @afewpoints @Begentle50 @Stilllearning90 @AlabamaHoshea @BorderJasper @susan04071 @Davidmetroland @MartinWesson3 @TheGhos72578902 @andrewsibley15 @AndrewGarside3 @GeorReader @JohnRya13591294 @brianbloop2 @Mindedmusically @1971JimboJ1 @The_Leaver @LeftBehindPoet @Swen_2017 @UndercoverDane @Nicoledso @Roblev0 @David19531501 @EuOutta @fcukBrexit @thegrimbarian @Gazza41 @condimentset @BrunoTheBridge @ConraddKonnrad @tit_twatter @denislewin2021 @AndrewKnight226 @from_hackney @RandyKite @Satoshi2k21 @resiguru @QuislingT @fan_vor @Peter14306722 @LabLostHeHe @BlamesJinds @Claesson_Kate @NewforestStock @JamesNathan_333 The USA isn't the EU.,United Kingdom,406,5.0,Bolton Wanderer,406.0,508.0,nan
17-Mar-2022 12:08PM,RT @NeilEastell: QT @Based_ENG: #UkrainianRefugees 🤷‍♂️ ; Ukrainian Refugees coming to Europe https://t.co/qfc4Z7pY9D,United Kingdom,551,5.0,Bobster Jones,551.0,328.0,England
24-Feb-2022 02:29PM,RT @PFr1end: Was the EU that brought peace to Europe having a nap when Yugoslavia broke up Crimea fell Putin's bombs began falling on Kiev @LBC,Unknown,241,4.0,Albert Steptoe,241.0,369.0,nan
25-Feb-2022 08:57AM,"RT @benhabib6: For all the talk about massive sanctions, the EU could not agree a total ban on Russian bank access. It is still buying Russian gas and it did not agree to block Russia’s access to SWIFT. So much for standing shoulder to shoulder with Ukraine. Hopeless.",United Kingdom,3031,6.0,Josh Higgins,3031.0,4993.0,nan
04-Mar-2022 07:37AM,RT @EleniCourea: Boris Johnson just spoke to Zelenskyy about the “gravely concerning” situation at Zaporizhzhia nuclear power station The PM wants an emergency UN security council meeting and warned “the reckless actions of President Putin could now directly threaten the safety of all of Europe”,Unknown,6543,7.0,tm🇬🇧,6543.0,6638.0,nan
06-Mar-2022 08:20AM,"@afneil This might be true , who knows ,but all it shows is uk’s involvement in corruption. It’s rife and Boris the great used this to gain power .#ToryRussianAssets #BrexitwasTreason",Italy,321,5.0,Stuart Weinstock,321.0,312.0,Latium
04-Mar-2022 04:31PM,"@EuroBriefing Thanks Wolfgang, just read it in @spectator. I fully appreciate it's what you do for a living so am grateful for what you can share for free. Agree totally too, sanctions are meaningless whilst Germany and Europe gorge on Russian hydro-carbons 1/",France,1165,6.0,AndyB 🇬🇧🇮🇱🇺🇸 #DefundTheBBC,1165.0,2170.0,nan
04-Mar-2022 08:09AM,@BBCBreakfast @BBCVickiYoung Meanwhile - the EU are still buying Putin's gas🤔 #LetsGetFracking 🇬🇧🔥,United Kingdom,2210,6.0,BillyKing🇬🇧🏴󠁧󠁢󠁳󠁣󠁴󠁿✋,2210.0,3514.0,England
13-Feb-2022 09:05AM,@MichaelLamberta Sun readers have assured Mogg that there is a Brexit bonus at the end of every rainbow,Unknown,268,4.0,James T Cork,268.0,1383.0,nan
05-Mar-2022 12:37PM,"QT @DanielaNadj: How many Russian yachts in British waters? Or are you expecting us to scour the world? We have sent arms, technology and have undertaken military training on the weapons sent since January. Haven’t heard of champagne being despatched. The EU are way behind ; Italy, Germany and France are seizing the super yachts of Russian oligarchs. Meanwhile Britain is pouring them a glass of champagne, serving them some caviar and telling them to take their time before they shift their assets to the Cayman Islands.",United Kingdom,1080,6.0,Margaret 🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿 No DMs,1080.0,921.0,England
17-Feb-2022 11:22AM,RT @ottocrat: Brexit takes that final corner to reach the sunlit uplands https://t.co/CIwiiZi8cX,United Kingdom,2183,6.0,Jenny,2183.0,2110.0,England
28-Feb-2022 06:43PM,Wouldn’t it be great if UK Customs officers decided to just wave Ukrainian citizens through passport control?,United Kingdom,99,3.0,Trevor Baxter🇺🇦 #FBPE💙🏴󠁧󠁢󠁳󠁣󠁴󠁿#johnsonout,99.0,199.0,Scotland
20-Jan-2022 02:37PM,RT @Danjsalt: How embarrassing - the EU's dysfunction is on display at the moment - the blocks two largest members are going out of their way to frustrate progress - I really wish we were still members so we could look ridiculous as well https://t.co/k8AlRdEeE2,United Kingdom,4546,7.0,Free at Last,4546.0,5000.0,England
04-Feb-2022 09:44AM,RT @g_gosden: #brexit has failed. The unicorns have fled the sunny uplands https://t.co/QBqMHYugth,Unknown,3635,7.0,Andrew C. A. Elliott,3635.0,5001.0,nan
25-Feb-2022 06:03PM,"RT @CarterWSWS: All of these imperialist war criminals are lining up to denounce Putin as an imperialist war criminal. Excuse me. We oppose the invasion of Ukraine but we have not forgotten Iraq, Afghanistan, Syria, Libya, Palestine, Vietnam, the Philippines, etc., etc., etc. ; Russia’s attack on Ukraine constitutes the gravest security crisis on the European continent since World War II. I join the international community in condemning Vladimir Putin’s unprovoked and unjustified invasion of Ukraine. President Bush statement: https://t.co/x2CSLZIBbM",United Kingdom,1082,6.0,Ms Robot (Governed by idiots),1082.0,1163.0,England
18-Feb-2022 07:26PM,@Brexit_Mistake Followed!🎉 #JohnsonOutDay25,United Kingdom,4067,7.0,Alexandra Ressort,4067.0,2618.0,England
05-Mar-2022 08:07PM,"RT @Rob_Kimbell: Britain has frozen more Russian bank assets than any other country (£258.8bn), tweets Andrew Neil. This compares to just £33.8bn by the EU.",Unknown,393,5.0,F00tsie,393.0,667.0,nan
02-Feb-2022 11:18PM,"RT @opentahini: Comparatively quiet #PMQs today, but just to highlight the usual lies: • Outside of the HoC, Johnson's remarks would be slander • UK has had the second lowest growth in the G7 • Brexit didn't help the vaccine rollout • Taxes are higher than ever and rising #JohnsonOut9",United Kingdom,2641,6.0,"Democracy, Love, Peace, ClimateEmergncy, FBPPR",2641.0,4124.0,England
18-Feb-2022 08:55AM,RT @apple_shwn: A leopard NEVER changes it’s spots. #remoaner Protect our PM @BorisJohnson Protect Brexit. #BackBoris https://t.co/YfzFalYfOA,United Kingdom,151,4.0,Alanna Vine,151.0,73.0,England
05-Mar-2022 11:58AM,"QT @g_gosden: Never forget this exchange on Russian dirty money. #torybrexit Britain is a #RussianAsset ; “If you were to be fully transparent, you’d be found wanting” “Have you got any evidence for that?” Cleverley and Jess Phillips clash over Russian money awash in the Tory party. https://t.co/OdSN6uczDg",United Kingdom,30211,8.0,Simon Gosden. Esq. #fbpe 3.5% 🕷🇪🇺🇬🇧🏴‍☠️🦠💙,30211.0,24396.0,nan
22-Jan-2022 06:42PM,RT @ArachisHarvard: @Stanhope2011VJ This is just like when that set of window lickers from the left went to the EU whilst the government brexit negotiations were going on,Netherlands,12095,8.0,Busy Eating Crayons 🏴󠁧󠁢󠁷󠁬󠁳󠁿,12095.0,12181.0,nan
18-Mar-2022 12:05PM,@stigs_mum @PDF53 The media don't want the Bill put into law. They want us to have open immigration and rejoin the EU.,Unknown,6763,7.0,Carol Donaldson,6763.0,6040.0,nan
27-Feb-2022 10:35AM,"RT @HollieTheCard: To use PM, Boris Johnson's word. The EU dithered over dispensing the Covid vaccine. They've now dithered over Russian sanctions. Let's hope when it comes to anything REALLY IMPORTANT... there won't be room for any more dithering.👊 #Brexit #autonomy #StandWithUkraineNOW",United Kingdom,1582,6.0,joe gee,1582.0,1620.0,nan
01-Feb-2022 09:38AM,"RT @2020Comms: Zapped 'Ready Meals' saving food/Utilities' costs; heating off 22hrs per day; no 'life', nor planned for retirement. Asset-stripped, facing a cost-of-living-crises; no NHS; &both Brexit & Climate Change impacts whilst .@metpoliceuk investigates #PartyGate ?. Robbed 1950's Woman https://t.co/eGYU7Tl3QX",Cameroon,1315,6.0,Pauline Turner #pigoneer,1315.0,1285.0,East
20-Jan-2022 10:21PM,RT @jude5456: @BorisJohnson And back to reality... Brexit... https://t.co/O0SLeiOnm2,Unknown,741,5.0,Disheartened But Determined💙😷,741.0,899.0,nan
25-Feb-2022 04:22AM,"RT @CenyddEU: BBC Daily Politics asking whether Putin has been preparing for this! Why do you think he's been pumping money into things to destablise EU, NATO & Western alliance for years? Why is so much Russian cash swimming around London? What do you think his funding of Brexit was about?",United Kingdom,1240,6.0,Paul de Souza 🇬🇧🇪🇺🏁,1240.0,4883.0,England
04-Feb-2022 09:14PM,RT @AlastairMorgan: The entire EU is now allowed to cut VAT on energy bills. Spain has already done so. French consumers will pay a maximum increase of 4%. (They haven't flogged off their infrastructure like us). Here in Tory Brexit Britain people will get loans. #Johnsonout12,Unknown,5038,7.0,Maya SabotEUr ❤️🇪🇺 #FBPE #rejoinEU,5038.0,4242.0,nan
02-Jan-2022 09:35PM,"RT @NicholasTyrone: This seems to have come as a shock to some, but it turns out if you trigger Article 50, then spend the two years running down the clock on the presumption that the EU will fold on all your demands at the end, you don't end up with a very good trade deal after all.",United Kingdom,1066,6.0,Peds 🏴󠁧󠁢󠁷󠁬󠁳󠁿🇪🇺,1066.0,1728.0,Wales
28-Feb-2022 02:50PM,"QT @DavidLammy: “We will always side with democracy over dictatorship” says David Lammy who has spent years and years not siding with a democratic vote. David Lammy sided with the EU, when they tried to force another referendum on the British people. ; It was an honour to meet with the Ukrainian Ambassador @VPrystaiko this morning with @JohnHealey_MP. We reaffirmed @UKLabour’s commitment to stand firmly behind Ukraine in the face of Putin’s illegal war. We will always side with democracy over dictatorship. https://t.co/fkFuGQnpaT",United Kingdom,21135,8.0,𝕍𝕠𝕚𝕔𝕖𝕆𝕗𝕋𝕙𝕖𝔽𝕠𝕣𝕘𝕠𝕥𝕥𝕖𝕟,21135.0,21204.0,Scotland
02-Mar-2022 05:53PM,"QT @MPrepuce: #JohnsonOut37 ; If you take £00000s from Russians, get hoodwinked or coerced into doing Putin's bidding, lie, cheat, subvert democracy, damage the UK irrepairably with brexit, so Vlad can damage the EU, then he can start WW3. Shouldn't you be tried for treason?",United Kingdom,691,5.0,Andrew M,691.0,845.0,England
17-Mar-2022 10:46PM,RT @benhabib6: I'm going to the Supreme Court to prove ⁦@BorisJohnson⁩ brexit deal was worse than remaining in the EU 👇🏼👇🏼👇🏼 https://t.co/32fUKhSDUA,United Kingdom,2535,6.0,Not My Prime Minister. #BLM #FBPE,2535.0,5002.0,Wales
03-Jan-2022 07:19AM,RT @MarieAnnUK: It wasn't just racists who voted to Leave Europe ~ Stewart Lee https://t.co/PFvAK8erDb,United Kingdom,1017,5.0,Jurgen's Klopp,1017.0,1406.0,England
01-Mar-2022 06:13PM,QT @PoliticsJOE_UK: What an a absolute shit Leigh is. So depressing that people actually vote for these evil f*ckers ; Tory MP Sir Edward Leigh says Lincolnshire is too full for Ukrainians He says in Lincolnshire we've done our bit with migration from Eastern Europe https://t.co/mMwF1a3jkA,Norfolk Island,7445,7.0,ChrisM,7445.0,7441.0,nan
21-Jan-2022 05:19AM,"*Austria will become the first European country to introduce a vaccine mandate for adults from 1 February. *France introduces  a vaccination pass to allow citizens over 16 to access bars, restaurants, and other cultural venues. *UK…restrictions being lifted.",Unknown,21775,8.0,sandieshoes 🇬🇧🇺🇸,21775.0,21089.0,nan
31-Mar-2022 12:12PM,"@JonnyTheDean @mrdeepblueseas @acgrayling We never had that much influence before brexit. Our own trade agreements aren’t meaningless, we can negotiate ones that suit us more than one that has to try and suit another 27, which mostly favour Germany and France anyway.",United Kingdom,563,5.0,MARLON,563.0,793.0,England
07-Mar-2022 09:58AM,"QT @BettinaSRoss1: Can I just second this. We are leading the world is ALWAYS a lie. ; In a reversal of time and space, #BorisJohnson looked at what the rest of the world have been doing and then turned it into a plan, pretending he was there first. But then, he's an expert at pretending there was always a plan. #Brexit #Ukraine",United States,3444,7.0,Richard Hesketh ☯️⚛☮️ #CancelRoyalty,3444.0,4999.0,Alabama
18-Jan-2022 12:06PM,RT @JamesRobvincent: The Media are attacking Rishi because he maybe the next PM. Its plain to see if they get rid of Boris the next PM will suffer the same fate. This is all about the media running the country and reversing Brexit. Love Brexit Follow Back.,United Kingdom,20701,8.0,𝕍𝕠𝕚𝕔𝕖𝕆𝕗𝕋𝕙𝕖𝔽𝕠𝕣𝕘𝕠𝕥𝕥𝕖𝕟,20701.0,20984.0,Scotland
14-Mar-2022 06:59AM,"RT @DouglasKMurray: QT @Andrew_Adonis: Question 1: Have you seen a map? Question 2: Do EU-philes like Poland now? ; Ukranian refugees accepted as of yesterday: Poland - 1,500,000 Germany - 80,000 Britain - 1,305 Who is doing their bit?",Unknown,2487,6.0,Chris Fraser,2487.0,4995.0,nan
27-Mar-2022 10:57PM,@London_Chazz @NPR He will be ok the EU is continuing to fund him https://t.co/QeI80dKAvm,United Kingdom,2800,6.0,Sir Tarquin of Manchester,2800.0,2835.0,England
24-Feb-2022 11:45AM,RT @Terrythegashead: Shouldn't all the FBPE loons be heading to the eastern borders of the EU to man the trenches?,Cameroon,4468,7.0,"Q Mac: Donald & Boris, All Vets",4468.0,4690.0,South
17-Jan-2022 09:06PM,"@Baddiel Really David? People should pay for things they don't agree with/don't like? Like Jimmy Saville or em...Rolf Harris...Your being moronic. Brexit was voted for/is not a service like the BBC.A ridiculous comparison,transparently calling to the last of the remoaners for applause!",United Kingdom,2628,6.0,FlapperBlonde,2628.0,2823.0,England
12-Jan-2022 07:37AM,"RT @newsthump: So Aston Villa negotiated £100m out of Man City for Jack Grealish, then negotiated a free loan for £140m-man Coutinho from Barcelona. Is it time we considered letting Aston Villa negotiate our next Brexit deal?",Australia,288,5.0,John Kelly,288.0,655.0,New South Wales
12-Mar-2022 10:03AM,Why does everyone take the click bait from #FBPE Scum all I’m seeing is they’re posts about the EU and they’ve got 1000s of comments from Brexiteers FK them and just block don’t give them a platform.,United Kingdom,12546,8.0,NUFC William,12546.0,12153.0,England
28-Mar-2022 09:59AM,@karlspage @DonWilson007 @Sir__Walsingham We trade far more goods with GB than the entire EU. We are now in the position where the EU *dictates* many of our laws. Laws that neither our own MLAs nor MPs can amend nor repeal. Laws imposed with neither accountability nor responsibility. It’s an affront to any democracy,United Kingdom,1714,6.0,AndyLindsayBelfast,1714.0,1618.0,Northern Ireland
30-Jan-2022 10:05AM,@AndrewWCoyle @JDBakewell Before Brexit they bought a Maltese passport and came here anyway by FOM and we had zero control. Now we decide who comes. You are talking utter nonsense,United Kingdom,275,4.0,Andy East Anglia,275.0,624.0,England
21-Mar-2022 08:02AM,"@learig331 @HamptonCaught @fmacn @donaldtuskEPP It wasn’t a Scottish vote. It was a UK vote. Regions don’t matter in a nationwide referendum. Everyone’s vote counts equally. If it wasn’t for the 1m+ Scottish votes for Brexit, it wouldn’t have happened.",United Kingdom,561,5.0,MARLON,561.0,791.0,England
18-Mar-2022 08:24PM,RT @SydesJokes: .@NatalieElphicke and @RMTunion both campaigned to leave the EU so just sit down and shut up! https://t.co/MqGLYBH6vY,United Kingdom,20175,8.0,Jack Dawes #FBPEGlobal #JohnsonOut #RejoinEU,20175.0,22031.0,England
03-Jan-2022 10:56AM,"RT @EmilyThornberry: Back in December 2020, Truss and 3 staff went on a four-night trip to Singapore and Vietnam to sign the cut-and-paste rollover agreements to maintain free trade post-Brexit. After details of the visit were published on 7th May 2021, I asked how much it had all cost. (2/6) https://t.co/Jiz6x7qmVk",Unknown,453,5.0,NoMorePlease,453.0,290.0,nan
20-Mar-2022 10:46AM,@JustinCurley4 They defend Brexit by insulting people who didn’t vote for it & that’s what I’d call projection ….,United Kingdom,14313,8.0,Right Hon. Helen Of Coy ©️ 😉,14313.0,14098.0,England
18-Feb-2022 08:18PM,RT @darrenball36: QT @GiftCee: Well it would appear the EU think that brexiteers are thick. Well proof is In the pudding. We'll see if your still going in 5 years time ; EU report claims Brits 'didn't know what they were doing' when voting for Brexit. Patronising… https://t.co/YByCFBx1u4,Unknown,710,5.0,Andrew Coakley,710.0,3330.0,nan
27-Mar-2022 01:44PM,"@Life_Disrupted As soon as you say Brexit supporter, that’s it! Clearly can’t see further than his next meal🙄🇪🇺🇺🇦",Unknown,2162,6.0,Peter Towns,2162.0,2608.0,nan
29-Mar-2022 08:55PM,RT @WelshLFCWarrior: @80_mcswan I voted remain but would definitely vote no now having seen how the EU has acted over the last 4 years,United Kingdom,21091,8.0,𝕍𝕠𝕚𝕔𝕖𝕆𝕗𝕋𝕙𝕖𝔽𝕠𝕣𝕘𝕠𝕥𝕥𝕖𝕟,21091.0,21172.0,Scotland
02-Mar-2022 10:06AM,"RT @carolecadwalla: QT @HannaLiubakova: Oh my god. Just look at the numbers here. ; #Ukraine Residents of Energodar took to the streets to prevent Russian troops. In this city, the largest nuclear power plant in Europe - the Zaporizhzhia Nuclear Power Station - is located. Any shelling or explosion can be deadly here. I hope the Kremlin understands it https://t.co/nA5udk6eFR",United Kingdom,1244,6.0,Lacanox #FBPR,1244.0,1597.0,England
01-Jan-2022 01:20PM,RT @simonharris_mbd: Time zones are crazy. For Australians it’s 2022. For Americans it’s 2021. For Brexiteers it’s 1973.,Unknown,2366,6.0,Matt J.⚘👊,2366.0,3533.0,nan
21-Feb-2022 04:30PM,"@carolecadwalla Heaven forbid these countries exercising their democratic free will to forge stronger ties with Western Europe and NATO. Heaven forbid them choosing freely to turn their backs on Putin and his dreams of the 19C Russian Empire. Farage, Banks, Johnson: pro-Putin puppets.",Cameroon,502,5.0,GWB29,502.0,701.0,North
01-Jan-2022 09:11AM,"RT @WebbPwebb13866: Dear @BBCNews I was hoping to read an article on what changes we are expecting tomorrow when (almost) full Brexit customs are implemented. I was very surprised to find nothing on your website, not even in the business section. Can I ask why?",United Kingdom,1478,5.0,Colette Foley,1478.0,2214.0,England
16-Feb-2022 07:09PM,"QT @TelePolitics: Oh we did. We knew the EU moved like they were walking through treacle and were nasty vindictive gobshites. We voted to be free of them. To my 17.4m likeminded friends, thank you. ; 🇬🇧 UK voters did not understand what they were voting for when they backed Brexit in 2016, the European Parliament has said https://t.co/quCf6H8ODd",United Kingdom,839,5.0,Jill S #BackBoris,839.0,988.0,England
20-Jan-2022 08:04AM,"@davidschneider We don’t have the highest death rate in Europe that’s a lie. All countries made mistakes, the PPE supply was a world wide problem. The only thing I would criticise is the care home issue the rest is inevitable in an unprecedented situation and easy to criticise in hindsight",United Kingdom,194,4.0,Andy East Anglia,194.0,529.0,England
02-Mar-2022 02:45PM,"RT @MalcW387: @SMEBanker @Parsleybear2010 Apart from the ambush by an ungrateful political activist that you choose to highlight, he got a standing ovation. The Ukrainian president has singled out the UK and Boris several times for particular thanks. He hasn't the EU. There is a reason for that.",Unknown,386,5.0,F00tsie,386.0,650.0,nan
19-Mar-2022 06:59AM,RT @greytigerstripe: A lot of workers waking up today wondering if the P&O situation could hit them too Answer YES and we voted for it through Brexit and the tories will enable it and worse to come #BrexitDisaster #GTTO,United Kingdom,2779,6.0,"Democracy, Love, Peace, ClimateEmergncy, FBPPR",2779.0,4300.0,England
06-Mar-2022 01:34AM,@Phil7521 @blairs2blame After russia taken Crimea in fact russia breaking international law and USA UK eu failed theirs obligations to protect the sovereignty of Ukraine,United Kingdom,1844,6.0,Tim,1844.0,1838.0,England
29-Jan-2022 12:19PM,"RT @gnash7: @HorderKaren @DeniseMembery @UKLabour Remember.......Labour - The party that watched the Economic crash happen, panicked and sold all the gold reserves at an undervalue price losing £8bn in the process left a deficit of £156 billion, PFI liability of £300 bn, EU Rebate loss £9.3 bn.",United Kingdom,1349,6.0,Mckenzie Warren #British and proud 🇬🇧👍,1349.0,2218.0,England
18-Feb-2022 08:54AM,RT @canadiancarol1: GBNews. Russian Oligarchs money being discussed by a shadow minister NOT challenged about Chinese SPY money. Labour blaming the cut in Aid money for illegal immigration not the EU. Anne Diamond smirking while delivering a question to him about Partygate and Boris. TURNED OFF,United Kingdom,520,5.0,Paul Dennis #BackBoris,520.0,762.0,England
04-Mar-2022 08:02AM,"RT @permachumbaria: Britain leading the EU in use of banned pesticides. Another win for #Brexshit #follo4folloback We need to get this toxic government out, SAVE THE APHIDS LOSE THE TORIES https://t.co/nlxjTB8WoY",United Kingdom,9272,7.0,Olga Burton #Rejoiner #GTFTO,9272.0,9603.0,England
25-Feb-2022 12:34PM,"RT @marcuschown: Unfortunately, a vote for Brexit was a vote for Putin to invade Ukraine because it weakened the Western alliance and emboldened Putin. Putin’s people engineered this by bankrolling the Conservative Party and the Brexit campaign, which is why Johnson has hidden the Russia Report.",United States,2323,6.0,Robert Avery Reid #LetsGetReal#FBPE#PATH,2323.0,2957.0,Nebraska
06-Jan-2022 07:54PM,"RT @pjhlaw: What's voluntary about losing your job for not being jabbed? PM speaking mumbo jumbo, again. ; Speaking during a visit to a vaccination centre in Northampton, the prime minister said he wanted to keep a voluntary approach to COVID-19 jabs, noting that other European countries are going for coercion https://t.co/ffmrVjdsZY",Unknown,3872,7.0,Lainey L,3872.0,4999.0,nan
13-Mar-2022 11:12AM,"@ToryCentreRight @bolddigger52 @LibDems @UKLabour @Conservatives Membership of the single market and customs union will benefit the UK - a stronger pound will reduce energy costs, frictionless trade will grow GDP. what’s not to like? #brexithasfailed",United Kingdom,1323,5.0,Pete Gardner,1323.0,2234.0,England
11-Mar-2022 09:28AM,"RT @IsabelOakeshott: So far the Poles have welcomed 1.5m Ukrainian refugees. How does the EU repay them? By voting to impose economic sanctions on Poland for not being liberal enough. Guys, now’s not the time …🙄",United Kingdom,2444,6.0,David Reynolds,2444.0,2539.0,England
09-Mar-2022 11:08PM,RT @toryboypierce: Poll in #ukraine shows after #Zelensky that #Boris is the most popular politician and UK most popular country leaving US and EU trailing,United States,1088,6.0,Lisa de Garston,1088.0,1152.0,Ohio
10-Jan-2022 01:14PM,RT @andy_murray: Please record the awkward moment when you tell them you’ve spent most of your career campaigning to have people from Eastern Europe deported.😉 ; In the trophy room with Novak's brother Djordje. https://t.co/DjgD4ItdMz,Unknown,7587,7.0,Lem-Sip 🇪🇺🍋😷💻⌨️💉☘️🇮🇪🇫🇷🏴󠁧󠁢󠁷󠁬󠁳󠁿,7587.0,5101.0,nan
20-Jan-2022 11:45AM,@APFBeaumont Probably....#BrexitDisaster,Unknown,11045,7.0,ken hughes #FBPE #Rejoin🇪🇺 # Rejoiner,11045.0,12149.0,nan
21-Mar-2022 10:05PM,@Nbscat @joncstone It's a report from a Russian owned paper about an EU fanatic that didn't last a year as pm.,United Kingdom,2685,6.0,Sir Tarquin of Manchester,2685.0,2872.0,England
20-Mar-2022 12:45PM,"RT @JasonPedlow: Let's be clear, many #Brexit voters really do believe that their struggle to walk down to a voting booth is directly comparable to digging your dead children out of the rubble of your home.",Unknown,6985,7.0,Farside1 #FBPE #RejoinEU #GTTO,6985.0,6821.0,nan
16-Feb-2022 09:37PM,QT @QprEver: 👇#ProudOfOurPM💙#BackingBorisEveryStepOfTheWay🇬🇧 ; 🇬🇧Boris 938th Day as the UKs people's Prime Minister Exports outside of EU📈 Employment📈 Wages📈 £📈 House Building📈 Inward £ inv into UK📈 Freeports (big fan of)📈 Unemployment📉 Media predictions📉 Remoaner's careers📉 Lefties in opinion polls📉 Thanks Boris🇬🇧,Unknown,572,5.0,Kaz 🇬🇧 #BackBoris,572.0,241.0,nan
08-Jan-2022 10:57AM,RT @brexit_sham: For anyone unfamiliar with the ERG... https://t.co/TDz2XjBo0C,United Kingdom,1841,6.0,Lucy Elizabeth Howard,1841.0,2924.0,England
08-Feb-2022 05:34PM,"@guyverhofstadt One immediate benefit of Brexit was getting rid of EU tripehounds like you,Tusk and the rest of your ilk.",Cameroon,3081,6.0,Mark#SpeedIsLife,3081.0,4649.0,North
30-Jan-2022 06:23AM,RT @spyeder60: When did Johnson get ‘Brexit done’? I must have missed that! #JohnsonOut5,United Kingdom,409,4.0,Mark Ward,409.0,835.0,England
26-Feb-2022 01:51PM,"RT @toryboypierce: Germany, which supplied 5,000 helmets to #Ukraine rather than weapons now only #EU country halting ejection of #russia from #swift. So much for leadership from Europe's most powerful country",South Africa,862,5.0,SicSemperTyrannis,862.0,969.0,Gauteng
07-Feb-2022 02:20PM,"RT @davidbogle1: @mrrjwilson @CJCHowarth It's tiresome. Conscious choice to make it Sea Border or no (real) Brexit in order to spook the Unionists. Its not a question of the degree of alignment, it's the contingency of GB-NI links on GB-EU alignment - the means - that's the issue.",United Kingdom,4587,7.0,Free at Last,4587.0,5029.0,England
11-Feb-2022 12:47PM,"RT @Dominic2306: Over past few years of Brexit battles 'rule of law' has often been a weasel phrase but Prof Elliott is right this time, tory mps are propping up a guy not just trying to fix illegal donations etc but trying to bully cops into treating him differently ; Implication that Police should think more carefully before issuing someone with a fixed penality because they're the PM is abhorrent to the rule of law. 'Every man, whatever be his rank or condition, is subject to the ordinary law of the realm' (Dicey) https://t.co/YVgxXH7kIt",Unknown,878,5.0,Murmuration,878.0,1446.0,nan
02-Mar-2022 08:18AM,QT @emeicen: Another benefit is that the UK has been able to arm Ukraine without the endless bureaucracy of the EU ; Another benefit of brexit is that UK cannot veto Ukraine's accession to the EU.,Unknown,980,5.0,jill smith,980.0,1480.0,nan
