Timestamp,Embedded_text,Comments,Likes,Retweets,UserScreenName
2022-06-22T22:54:54.000Z,"Replying to 
@StrongRob12
 @Silica_Packet
 and 
@whstancil
The jobs don't pay enough to support the workers anymore and the fed wants to keep it that way. He has done almost nothing to mitigate climate change. He promised full loan forgiveness and has reneged. Civil rights are under attack and the fight back is minimal.
2
1
28",2,1,28,Rackletang (she/her)
2022-04-29T21:42:25.000Z,"While the Earth burns and people die from climate change
Quote Tweet
Ana Cabrera
@AnaCabrera
 · Apr 29
NEW: Exxon doubles profit and will triple buybacks, while Chevron more than triples its profit to highest level since 2012
Show this thread
3
7",nan,3,7,ashe dryden
2022-03-04T22:24:58.000Z,"About time.

Our country's  well-being and economy has been stuffed around by this clueless dill of a  Minister in a climate change-denying Government for way too long 
thesaturdaypaper.com.au
Revealed: Energy companies turn on Angus Taylor
Following revelations the Morrison government pressured AGL to sack its last chief executive, energy companies have increasingly isolated Angus Taylor.
1
3
7",1,3,7,Dr Bro Sheffield-Brotherton
2022-07-01T22:50:06.000Z,"This week I announced the next steps in the 
@AlboMP
 Govt’s climate policy

 introducing our EV Tax Cut 
 Introducing the Govt’s Climate Bill in the first sitting week, including new targets, role for the Climate Change Authority and an annual report to Parliament on progress
269
279
1,167",269,279,"1,167",Chris Bowen
2022-05-01T22:34:12.000Z,"Remember when they warned us about “Global Warming”but then the weather kept getting colder? After that they changed it to “Climate Change”. Fun times. 
1
10
32",1,10,32,Donald's Angel
2022-07-18T08:46:24.000Z,"My Ma's just told me climate change isn't real and this extreme heat has been set by the government in order to control the population. 
At what point is it OK to drink ?
79
4
248",79,4,248,Ⓔⓓⓢ
2022-02-18T23:47:16.000Z,"Replying to 
@SenSanders
 and 
@griffin_rick
It is beyond belief that in 2022, as we face challenges like covid & climate change, any national leader would start a war that could kill thousands & create millions of refugees. There is a diplomatic solution to this crisis. It is tragic that Biden seems intent to reject it.
1
3
31",1,3,31,Oh My Gosh Josh
2022-03-08T22:49:04.000Z,"Cars have broken our brains. 

We cannot beat gas prices with the same driving habits. We cannot beat traffic congestion with the same driving habits. We cannot beat climate change with the same driving habits. 

We have soooo far to go. 3/
1
4
48",1,4,48,Anne of Cleves
2022-07-11T05:34:53.000Z,"The shipping container fighting climate change
news.sky.com
Tom Heap goes inside a shipping container to see the 'magic' turning methane into useful materials
Sky News goes inside the one of a kind shipping container turning methane into green fuel and graphene. It turns something that would warm up the planet into something we can use to fight climate...
3
9
14",3,9,14,Spencer fletcher
2022-05-31T21:48:58.000Z,"The United States and Aotearoa New Zealand will meet opportunities and challenges together:  from mitigating the existential threat that is climate change to curbing online radicalization to securing a free and open Indo-Pacific. 
ALT
Quote Tweet
US Embassy NZ
@usembassynz
 · May 31
ALT
New Zealand Prime Minister Ardern at the White House.

Readout with @POTUS , @VP Harris, Joint Statement, and Press Call  https://nz.usembassy.gov/prime-minister-ardern-at-the-white-house/… 
1
6
22",1,6,22,Ambassador Tom Udall
2022-05-22T22:52:09.000Z,"If you venture outside of NFT Twitter even a little bit… it’s a very dark place of right click savers and ppl who suddenly care about climate change
10
3
45",10,3,45,FINTIST
2022-04-13T22:22:48.000Z,"Replying to 
@murpharoo
Should journalists be held responsible for climate change if the LNP get back in and nothing is done on climate change?
1
4
58",1,4,58,Debbie Bella Nunya
2022-07-13T14:19:34.000Z,"Skyrocketing Prices Be Damned: California Cities Ban New Gas Stations to Fight ‘Climate Change’ -
republicandaily.com
Skyrocketing Prices Be Damned: California Cities Ban New Gas Stations to Fight ‘Climate Change’
You gotta hand it to California. Other than the not-so-Golden State’s maniacal drive to import as many illegal aliens as they can, then provide said illegals with as many “free” benefits —  funded by...
1
1",1,nan,1,pat maddin
2022-05-21T22:43:35.000Z,"""In his Nobel Prize lecture, Nordhaus described a 4°C increase in global average temperature as “optimal” — that is, the point at which the costs and benefits of mitigating climate change are balanced""
theconversation.com
'4°C of global warming is optimal' – even Nobel Prize winners are getting things catastrophically...
William Nordhaus’ predictions of what the climate crisis will cost the earth are dangerously at odds with climate science.
5
18",nan,5,18,Tom Nelson
2022-06-24T20:48:04.000Z,"The PM will tell NATO leaders next week that his government wants to be part of global solutions to global problems rather than an impediment like its predecessor, & will emphasize Australia’s decisive shift in climate change policy. Is CC the UN's con to bring in World govt? 
20
16
49",20,16,49,Bev
2022-05-23T22:58:22.000Z,"Replying to 
@greghopper14
 @TonyHWindsor
 and 
@Barnaby_Joyce
A Farmers Party to reflect the aims and needs of the agricultural community. The NP and especially 
@Barnaby_Joyce
 are a political arm of the miners and fossil fuel companies and left farmers in their dust long ago. Climate change is real, water security a national security issue
5
20
74",5,20,74,Tezzr44
2022-06-19T21:43:48.000Z,"How does climate change impact the daily lives of ‘ordinary’ families across the world? Found out in our comic, ‘Everyday Stories of Climate Change’ based on research in Bangladesh, South Africa, Bolivia, Puerto Rico, & Barbuda. Join our Launch Event! https://eventbrite.com.au/e/everyday-stories-of-climate-change-a-comic-tickets-354303660787?aff=ebdssbdestsearch…
17
192
588",17,192,588,Gemma Sou
2022-07-06T23:33:26.000Z,"Replying to 
@santiagomayer_
Prices have been dropping for 3 weeks around here.
But people better stop falling for all the gas propaganda & start worrying about how much climate change is costing us. Our electric is off for the whole area due to extreme weather for the second time in two weeks.
6
29
221",6,29,221,"Horizon to Horizon, Nothing but Mistakes..."
2022-03-18T20:30:13.000Z,"'Community does respond, community works together, community comes up with solutions'
The normal people taking action against climate change in Wales' wettest town
2
2
7",2,2,7,BBC Wales News
2022-05-22T22:02:50.000Z,"‘Public concern over climate change was a clear factor in the election of Australia’s new Labor government.’
— 
Newly elected independents are expected to push Labor to raise its ambitions for faster, deeper emissions cuts by 2030. #auspol
theconversation.com
The teals and Greens will turn up the heat on Labor's climate policy. Here's what to expect
Labor’s climate and energy policies provide an important foundation for progress. But the crossbenchers, whether they hold the balance of power or not, will demand far more.
5
25
71",5,25,71,David Ritter
2022-04-30T22:06:00.000Z,"Thank you 
@CECSB
 for inviting me to join and help 'MC' your #EarthDay event! 

Together, we celebrated the local leaders who are leading the fight against climate change and protecting the landscapes, wildlife, and future of the Central Coast.
1
11",nan,1,11,Rep. Salud Carbajal
2022-01-17T23:33:29.000Z,"Replying to 
@laurenboebert
I’m not gonna take climate change advice from someone literally owned by Big Oil. No thanks.

Peddle your propaganda elsewhere.
2
1
26",2,1,26,Domestic Supply Of Lunacy
2022-03-17T21:45:37.000Z,"Disgusting to see a Labour MP that represents parts of the city centre including Deansgate ward and the Green Quarter consider demanding a referendum on net zero. Climate change is real, and must be tackled. It should not be a matter of political opinion.
theguardian.com
Labour MP Graham Stringer to join Nigel Farage at anti-net zero rally
Pro-leave MP is due to speak at event to launch Farage’s campaign for a referendum on net zero
3
8
32",3,8,32,City Centre Lib Dems
2022-05-05T21:17:47.000Z,"One of these pedals is leading to massive climate change and the loss of 1.35 million lives a year. 
The other pedal can stop that.
1
4
14",1,4,14,Tim Welch
2022-04-14T23:26:27.000Z,"Replying to 
@DrJamesOlsson
Depends where they’re from…if from BC, could be climate change?
4
42",4,nan,42,Eldon Klippenstein
2022-06-20T22:50:52.000Z,"Here is the 6+1 questions on the 
@DuckofMinerva
  about my book States and Nature on climate change and security. I summarize the argument, review why you should care and believe me, why I wrote the book, what I'd do different, and how hard was it finish and publish the book.
Quote Tweet
Duck of Minerva
@DuckofMinerva
 · Jun 21
6+1 Questions about States and Nature https://duckofminerva.com/2022/06/61-questions-about-states-and-nature.html…
1
9
24",1,9,24,Josh Busby
2022-07-11T11:41:23.000Z,"MIT Scientists Propose 'Space Bubbles' to Deflect Solar Radiation, Ease Climate Change:
news.slashdot.org
MIT Scientists Propose 'Space Bubbles' to Deflect Solar Radiation, Ease Climate Change - Slashdot
Popular Science reports: A raft of thin-film silicon bubbles deployed from Earth into outer space and stretching to the size of Brazil could potentially block the Sun's solar radiation from further...
4
4",nan,4,4,WᴶEᴼBᴱB
2022-03-22T23:42:04.000Z,"Are you hungry for fast and effective policy solutions to the climate threat?

Here are our best new books on climate change 
ft.com
The best new books on climate change
From the power of radical positive action to moral responsibility and a child’s perspective — a round-up of the latest works addressing the challenge of our time
9
9",nan,9,9,Financial Times
2022-06-06T22:58:58.000Z,"Replying to 
@qbas81
Fast enough to avoid the worst impacts of climate change? Hopefully. Fast enough to meet our most ambitious climate goals? Definitely not. But it’s worth taking a look at what that graph showed a decade ago:
nytimes.com
Yes, There Has Been Progress on Climate. No, It’s Not Nearly Enough.
Nations have started making progress on climate change. But we’re still on track for dangerous warming unless those efforts accelerate drastically.
5
9
106",5,9,106,Zeke Hausfather
2022-03-26T23:20:49.000Z,"Replying to 
@drkerrynphelps
Too much politics in this pandemic. Just like climate change, science is not taken seriously and due caution is not being exercised. No care for others who may be at risk of significant morbidity if not death
1
3
22",1,3,22,Malcolm Stokes
2022-03-19T20:43:00.000Z,"As climate change, technology, global health, and the nature and scale of emergencies change, so does the need for improved coordination among the United States, Mexico, and Canada, writes 
@juliettekayyem
.
belfercenter.org
Emergency Management in North America | Belfer Center for Science and International Affairs
North America continues to face evolving challenges to comprehensive emergency management. As climate change, technology, global health, and the nature and scale of emergencies change, so does the...
7
11",nan,7,11,Belfer Center
2022-07-12T00:19:38.000Z,"Greg Mullins ex Fire Commissioner, first to be heard by new Govt: “Even before the furniture was moved into his new ministerial office, Chris Bowen’s first meeting as federal climate change minister was with myself, two other members of Emergency Leaders for Climate Action”.
7
139
445",7,139,445,Barby
2022-05-21T23:05:13.000Z,"Change the Government and you change the county. Respect for women. Climate change. Childcare. Healthcare. Transparency #insiders
4
16
63",4,16,63,Michael Dawe
2022-07-05T22:19:04.000Z,"Hey 
@PeterDutton_MP
,

while you're holidaying, residents in the Hunter Valley (that's Australia, mate) say water is lapping at their front door

After championing coal and denying the effects of climate change for 9 years of LNP govt, is it time for your party to change?

#auspol
2
21
55",2,21,55,Susan Smith
2022-02-25T22:02:57.000Z,"Call for presenters (5 min online pitch presentations) - Impact of Climate Change on Drowning - Setting The Research Agenda. - Or join us in person in Waterford, Ireland. We hope to hear from ALL sectors, not just resuscitation science.
idra.world
Impact of Climate Change on Drowning: Setting the research agenda
3
4",nan,3,4,LifeguardsWO Borders
2022-07-07T21:58:49.000Z,"Replying to 
@ParikPatelCFA
 and 
@mouthy_mom_
Har har. Atleast he is a rich man that doesn't want to kill off 6 billion people because of climate change
1
20",nan,1,20,Centauri73
2022-05-13T23:48:46.000Z,"Replying to 
@RyanMaue
I have zero confidence in this type of “attribution” study. Basically they do science in reverse… Start with the answer…that climate change is making storms worse…then work backwards to find cherrypicked supporting evidence.
3
4
35",3,4,35,Wei. Zhang
2022-07-17T13:52:41.000Z,"Democrats vent their fury as Joe Manchin shelves action on climate change https://nbcnews.com/politics/congress/democrats-vent-fury-joe-manchin-shelves-action-climate-change-rcna38472… via 
@nbcnews
 He says his concern is inflationary spending, but coming from a coal & oil magnate, that is suspect to say the least! 
@Sen_JoeManchin
 What a 
nbcnews.com
Democrats vent their fury as Joe Manchin shelves action on climate change
“I don’t want to spend one more minute thinking about what Joe Manchin will or won’t do,"" said Rep. Sean Patrick Maloney, chair of the Democrats' House campaign arm.
2
9
17",2,9,17,Bill Shier
2022-02-27T22:31:53.000Z,"If you would prefer the coal and gas companies fuelling climate change to pay some of the costs of increasing floods- rather than you- add your support to a climate disaster levy on fossil fuel exports #auspol 
https://nb.australiainstitute.org.au/climatedisasterlevyQLD…
2
9
14",2,9,14,Australia Institute
2022-05-16T22:32:18.000Z,"Here's a tip: Catastrophic anthropogenic climate change is a stupendous fraud.
Quote Tweet
Murray Carpenter
@Murray_journo
 · May 16
Very pleased and honored to be joining @mainepublic's strong, statewide news team as its first climate reporter. Please send news tips from the climate beat: mcarpenter at http://mainepublic.org
2
10
52",2,10,52,Tom Nelson
2022-06-15T22:57:42.000Z,"Replying to 
@MoonSledgehamme
 @paulharrison01
 and 
@JamesMelville
All this is being done on purpose folks . Do not believe the climate change BS
4
3
28",4,3,28,tony
2022-07-13T09:02:54.000Z,"Davos Was a Case Study in How Not to Talk About Climate Change https://undark.org/2022/06/30/davos-was-a-case-study-in-how-not-to-talk-about-climate-change/… via 
@undarkmag
undark.org
Davos Was a Case Study in How Not to Talk About Climate Change
Opinion | In emphasizing technological solutions, the elite are sidestepping their own responsibility for the climate crisis.
1
2
1",1,2,1,EcologyAfricaFoundation(E.A.F)
2022-04-29T22:45:02.000Z,"Who is looking out for struggling species in the face of climate change? 

In 
@insidehighered
's #AcademicMinute, Wild by Design author 
@Laura_J_Martin
, spotlights the world of restoration ecologists. 
 
https://insidehighered.com/audio/2022/04/22/designing-wild-nature#.YmwIrZYakbQ.twitter…
1
10
17",1,10,17,Harvard University Press
2022-06-23T23:36:14.000Z,"Exciting opportunity I’m very glad to be part of: 

“The Yale Emerging Climate Leaders Fellowship will offer an opportunity for 16 future leaders in the clean energy and climate change field from emerging and developing countries”

https://jackson.yale.edu/international-leadership-center/climate/…
3
28",nan,3,28,Hannah Daly
2022-03-10T22:40:49.000Z,"As we discuss energy and climate change, let's not pretend the war alone has changed everything. The issues predate it. Before Russia invaded Ukraine, oil demand was heading to an all-time high in 2022. Natural gas and coal consumption was already at a record high (yes, coal too)
31
229
863",31,229,863,Javier Blas
2022-05-01T23:06:57.000Z,"CSIRO gagged by Morrison so his Climate Change lies remained unchallenged. This is criminal and self serving and done solely to protect Morrison’s political survival. Least transparent government ever. Can’t talk about any “on water matters” or any matters critical of Morrison.
11
14",nan,11,14,Frank Pinto
2022-03-02T23:30:13.000Z,"The PIF has warned climate change challenges now more dire and urgent, confirming the findings of the recently released Intergovernmental Panel on Climate Change Working Group II report.
samoaobserver.ws
'The evidence is painfully clear': Secretary General Puna
The Pacific Islands Forum has warned climate change challenges are now more dire and urgent than ever before, confirming the findings of the recently released Intergovernmental Panel on Climate...
1
7",nan,1,7,Samoa Observer
2022-04-01T23:27:17.000Z,"2. US conservatives could offer better climate change policy (ex: carbon pricing) than leftists. Yet, they refuse to acknowledge the reality of climate change.
1
14",1,nan,14,Gabe Econ
2022-01-25T23:54:17.000Z,"The singer is backing her belief that climate change is a social-justice issue.
huffpost.com
Rihanna’s Foundation Donates $15 Million To Climate Justice
The singer is backing her belief that climate change is a social-justice issue.
12
60
365",12,60,365,HuffPost
2022-03-26T23:08:26.000Z,"In recent years, we’ve had Cameron Peak, East Troublesome, Marshall, Pine Gulch, 416, and so many more significant wildfires. 

Colorado is still in a drought, climate change is making things worse, and we aren’t making things better by the constant building. 

#COwx
Quote Tweet
Alicia Miller Real Estate
@AliciaMillerRE
 · Mar 26
A view of the NCAR fire from the ruins of my house in Lousville. #NCARfire #globalwarmingisreal #boulder #colorado #texas #boulderfire
Show this thread
2
2
10",2,2,10,Chris Vagasky
2022-05-19T23:15:03.000Z,"The biggest threat to humanity/civilization is climate change and the biggest driver of climate change is capitalism. 

The biggest threat to democracy is fascism, which is being driven by the party this guy claims he’s going to vote for. The “woke mind virus” is not a thing.
13
75
192",13,75,192,Andrew Wortman
2022-03-27T21:57:30.000Z,"Replying to 
@Resist_05
The great climate change hoax continues. The world has had a changing climate before and after man will be gone. Billions of years and here we are with our 4 digit year clock expecting massive swings in a blink of an eye.
30
5
131",30,5,131,Cheeky Munkey
2022-02-12T22:25:44.000Z,"This is how the Democrats seek to manipulate the public:

By panicking us.

If we're panicked, we'll be desperate to accept what those sowing fear are offering.

They've been trying it with climate change; they succeeded in large measure with COVID.

It's despicable...
Quote Tweet
Amy Klobuchar
@amyklobuchar
 · Feb 12
Climate change is an existential threat. We can’t lose sight of that. It’s simply not an option.
7
12
61",7,12,61,"Nan Hayworth, M.D."
2022-01-17T23:29:24.000Z,"#Romania pushes to add climate change education in schools: “Our generation has failed to save the climate but at least we can give the next one a chance to fight with the best available tool — which is #education” #climateaction
apnews.com
Romania pushes to add climate change education in schools
BUCHAREST, Romania (AP) — Romania’s president wants to add sections on climate change and environmental issues to the national school curriculum to enable students to learn more about the challenges...
1
5
13",1,5,13,Climate Mama
2022-02-27T23:14:25.000Z,"So many people now in very dire situations. Poor #Lismore.  
By the way, has any politician mentioned the words 'climate change' yet, or is it too soon?
#ClimateCrisis #ClimateAction #qldfloods #LismoreFlood
1
7
14",1,7,14,Bianca Minnie
2022-06-05T22:34:11.000Z,"Replying to 
@BreakfastNews
 and 
@hollieahughes
Great interview 
@mjrowland68
.  Enlightening to hear that the Shadow Assistant Minister for Climate Change & Energy believes concerns about climate change is a ""luxury issue"" that only rich people in places like Wentworth can afford.   The LNP are NEVER getting back in to power.
2
34
227",2,34,227,Ruby Redshoes
2022-06-12T21:30:38.000Z,"Countries in Africa are suffering the ravages of climate change. The region's drought is the worst in decades and it comes after several consecutive seasons of little rain.
@AliRogin
 reports.
4:19
2,569 views
4
17
26",4,17,26,PBS NewsHour
2022-07-13T04:03:00.000Z,"Sushi without Wasabi?  

Wasabi, a signature ingredient in Japanese cuisine, faces threat from climate change.
7
37
79",7,37,79,DW News
2022-06-22T21:00:11.000Z,"Climate change is here. And 1 billion children are at extremely high risk of its impacts.

But it is on all of us to take steps to protect our one and only home.  What actions are you taking? #ClimateAction
0:02
10.2K views
6
24
100",6,24,100,UNICEF
2022-04-18T23:16:54.000Z,"Climate change is a hoax
Quote Tweet
Erin Stone (she/her)
@Erstone7
 · Apr 6
Physicist Greg Spooner calls on scientists, and everyone, to “break their silence” and talk about the #ClimateEmergency
Show this thread
65
78
452",65,78,452,Kurt Schlichter
2022-04-15T23:05:41.000Z,"Replying to 
@JulianAndrew63
Is all the Coalition got going for it trivial campaign games? (And Limited News's lie machine?) Albo's command of fiscal trivia won't stop climate change or house the homless or stop DV or do any of the things the COALition failed at so badly the last 9-3 years. Talk about that!
1
15",nan,1,15,Jonathan Harms
2022-07-15T10:22:05.000Z," @advanceearthNFT
 is doing a $100 Solana (SOL) Giveaway in their discord right now! 

This is a climate proactive NFT project focused on making change through their growing community!

To enter:

Retweet
Join discord (link in their bio)
Follow 
@advanceearthNFT
397
3,083
3,008",397,"3,083","3,008",Anthony Davis
2022-01-24T23:37:17.000Z,"A sobering piece on the depletion of groundwater on the High Plains of North America. A regional manifestation of a global problem, exacerbated by climate change. Is sustainable groundwater use possible where water doesn't recharge on human timescales?
theatlantic.com
The Next Disaster Coming to the Great Plains
Acute scarcity drives the search for water underground. But the West’s major aquifers are in trouble, too.
5
9",nan,5,9,Jonathan Overpeck
2022-05-30T21:18:54.000Z,"Young people want big change because the economy and the climate are broken. It's not the artificial creation of activists.

And you can't vote shame them into supporting Democrats who won't take action, any more than you could shame a modern Republican into backing Eisenhower.
5
22
103",5,22,103,David Atkins
2022-05-22T23:47:37.000Z,"'...Science clearly shows the high potential of blue carbon to mitigate climate change. It hasn't been widely operationalised as a natural climate solution' 
@PeterMacreadie
 @BlueCarbonLab
 says an easy-to-follow strategic roadmap could help turn the tide: https://bit.ly/bclinves
12
21",nan,12,21,Deakin Research
2022-03-25T22:03:53.000Z,"Al Gore looks to youth to spark action on climate change ⁦
@schneidercp
⁩
nbcnews.com
Al Gore looks to youth to spark action on climate change
“We cannot continue to use the sky as an open sewer in a way that is absolutely destroying the future,” Gore said before an audience at the Kennedy Center.
7
8",nan,7,8,Nadine Mort
2022-05-24T22:02:31.000Z,"Liberals who say buying pipelines is fighting climate change don't get to dunk on conservatives who say building highways is fighting climate change.

When our kids look back on the 2020's, they won't really differentiate between the two, and neither should we. #cdnpoli #onpoli
Quote Tweet
Nate Erskine-Smith
@beynate
 · May 24
Highways as climate action sums up the Ford government better than I ever could. twitter.com/CBCQueensPark/…
2
25
65",2,25,65,Torrance Coste
2022-05-13T23:03:06.000Z,"It got me interested and excited about investing. It also helped me want to focus only on investing in companies that I believe in and that want to help solve/address issues such as climate change. It also led me to meet my SO 
@SawyerMerritt
 6
67",6,nan,67,Barbara
2022-05-26T21:45:02.000Z,"How can we tackle WASH inequalities in a changing climate?

The Water, WASH & Climate Change Virtual Symposium aims to forge new approaches in pursuit of sustainable WASH for all.

Join the event June 20-23: http://wrld.bg/Vq5i50Jih85
@WASHFutures
 @dfat
 @TheGwsp
 @_waterforwomen
7
10",nan,7,10,World Bank Water
2022-07-14T19:05:10.000Z,"Why can't we simply plant more trees to clean carbon dioxide from the air? 

#environment #ecosystem #ClimateChange #ClimateAction 

https://phys.org/news/2022-07-simply-trees-carbon-dioxide-air.html…
2
10
10",2,10,10,McG
2022-03-08T23:31:20.000Z,"Journalists who care about the environment and climate change check this out! I am excited to see Uproot Project's work and community building
Quote Tweet
Uproot Project
@uproot_project
 · Mar 1
It's time for an #UprootEvent! 
Next week on March 9th, we will be hosting a virtual panel on Investigative Environmental Journalism, led by journalists from @latimes @BuzzFeedNews and @propublica 
Register now to save yourself a seat: https://bit.ly/3tnWnaK
1
3
6",1,3,6,Francisco Vara-Orta
2022-06-22T22:22:38.000Z,"Replying to @KaciStahl 
@Androphillia
 and 8 others
Suggesting that circumcision has pros and cons is like suggesting that climate change has pros and cons.
1
3
6",1,3,6,anonymousuncut
2022-06-18T22:35:09.000Z,"Bitcoin maxi's were selling merch celebrating their role in accelerating climate change and ""boiling the oceans"" a year ago back near the all-time highs — and building natural gas powered bitcoin mines.

Since then, the price of Bitcoin has plummeted 75%+

Schadenfreude.
Quote Tweet
nic carter
@nic__carter
 · Mar 25, 2021
boil the oceans by buying this commemorative mug with bitcoin (or with fiat, I guess) 

https://onthebrink.shop/collections/collectibles/products/most-violent-person-on-earth-mug…
Show this thread
11
35
134",11,35,134,Eric Holthaus
2022-07-11T20:14:31.000Z,"#OPINION: The effects of #ClimateChange in the GCC are only increasing as demand rises. The countries of the region must implement risk-management plans to ensure its viability in the long term, writes 
@Moulay_Zaid
arabnews.com
Management of climate risks key to Gulf development
In the last four decades, the Gulf states have witnessed a level of development unprecedented in human history. Half a century ago, life expectancy in the region hovered at about 51, but the
2",nan,2,nan,Arab News
2022-04-26T23:46:37.000Z,"First Nations people have already experienced threats from climate change, but they're still excluded from discussions about it. 

 Our #SetTheAgenda livestream is TODAY! Join us on Facebook 12:30pm AEST – we're talking climate + the election 
theconversation.com
Indigenous peoples across the globe are uniquely equipped to deal with the climate crisis - so why...
The urgency of tackling climate change is even higher for Aboriginal and Torres Strait Islander peoples, and other First Nation peoples across the globe. They need to be part of the solution.
6
10",nan,6,10,The Conversation
2022-01-26T23:18:07.000Z,"What’s the point of having bike lanes if the city won’t plow them? This on cannon, a very busy cycling corridor. This is representative of bike lanes across the city. 

We deserve better. If you want to address climate change, make it easier to cycle #HamOnt 
@cityofhamilton
5
9
43",5,9,43,Moe B (he/him)
2022-04-19T22:48:00.000Z,"Opening the window through climate change & towards a green future starts with cutting the Pentagon! #WarIsNotGreen

Learn more about tackling climate change at #Bioneers2022, tickets to which are 20% off today only using code SPRING20. 
@bioneers
conference.bioneers.org
Bioneers 2022 Conference - Bioneers Conference
Register for the 33rd annual event featuring visionary and practical solutions.
5
6",nan,5,6,CODEPINK
2022-07-02T22:02:59.000Z,"A hellacious week for this nation...climate change, women's reproductive rights, the 2nd Amendment rewrite, kibosh the 1st Amendment...precedent be damn. Sen Grassley's lingering legacy in a partisan court.
42
362
1,428",42,362,"1,428",Admiral Mike Franken
2022-07-03T23:00:16.000Z,"Ubisoft is taking a stance on climate change.
143
93
1,149",143,93,"1,149",GameSpot
2022-07-06T23:02:12.000Z,"I was on the panel focused on #HumanRights at The Bahamas Conference of Youth on Climate Change. The students came with questionssss. Why are there still unhoused people after #HurricaneDorian? Why are there people with diabetes and no medication if we have human rights?
2
8
22",2,8,22,Alicia A. Wallace
2022-03-11T23:26:20.000Z,"Replying to 
@Oseguera2020
I would declare Climate Change an Emergency & ban Fracking.
2
21",nan,2,21,Pepper Oceanna Lewis
2022-04-15T21:25:44.000Z,"Could a climate of change eject the Liberals from the Perth blue-ribbon seat of Curtin? https://theguardian.com/australia-news/2022/apr/15/could-a-climate-of-change-eject-the-liberals-from-the-perth-blue-ribbon-seat-of-curtin?CMP=share_btn_tw… #auspol #IndependentsDay
theguardian.com
Could a climate of change eject the Liberals from the Perth blue-ribbon seat of Curtin?
Julie Bishop’s former electorate in the city’s affluent western suburbs has been in conservative hands since its creation. An independent hopes to change that
2
12
28",2,12,28,Independents CAN Victoria
2022-05-08T23:01:24.000Z,"Cattle burping while chowing on feed in California's San Joaquin Valley generated plumes of a powerful greenhouse gas that have been detected by satellites for the first time, shedding light on how agriculture may be contributing to climate change
bloomberg.com
Cattle Burp Methane Emissions Measured From Space for First Time
Cattle burping while chowing on feed in California’s San Joaquin Valley generated plumes of a powerful greenhouse gas that have been detected by satellites for the first time, shedding light on how...
2
13
16",2,13,16,Bloomberg Green
2022-04-23T23:55:13.000Z,"Replying to 
@FemboyVampirism
I feel like there is a conversation to be had about how a lot of those tweets are less ""climate change is bad"" and more ""climate catastrophe is inevitable and there's nothing we can do and we've made no progress"" which is harmful
2
10",2,nan,10,Alex is reading books
2022-03-03T23:16:28.000Z,"Replying to 
@BBCNews
 Because some climate change protesters have glued themselves to the road.
4
82",4,nan,82,Sir Percival Ware-Armitage
2022-07-17T10:24:31.000Z,"Replying to 
@peterjukes
 @ItsAndyRyan
 and 2 others
I’m old enough to remember when James Melville was actively tweeting that he was worried about climate change.
5
45
130",5,45,130,Turts
2022-01-22T22:33:24.000Z,"That's not going to happen for about 5 billion years
Meanwhile, species populations are rapidly declining and are going extinct right now, because humans refuse to focus their time, money & effort on urgently dealing with climate change & ecosystem loss.
Quote Tweet
Elon Musk
@elonmusk
 · Jan 16
Replying to @Rainmaker1973
There is a  chance of *all* species extinction due to expansion of the sun, unless humanity makes life multiplanetary
1
2
18",1,2,18,Terri Ⓥ There is no Earth 2.0
2022-07-12T04:00:31.000Z,"Japanese wasabi farmers fear for future amid climate change
channelnewsasia.com
Japanese wasabi farmers fear for future amid climate change
TOKYO: Masahiro Hoshina, a Japanese farmer, starts worrying about typhoon season months before it begins, haunted by memories of the heavy rains and landslides that washed away wasabi farms during...",nan,nan,nan,EIN Presswire: Global Warming Newswire
2022-01-23T21:42:00.000Z,"Scientists say the plant enset, an Ethiopian staple, could be a new superfood and a lifesaver in the face of climate change.

Via 
@BBC
bbc.com
False banana: Is Ethiopia's enset 'wondercrop' for climate change?
The banana-like crop has the potential to feed more than 100 million people, according to research.
6
17",nan,6,17,Conservation Intl
2022-04-10T23:50:20.000Z,"Have you met 
@RaechelleDev
?

It’s time for a new progressive movement here in #Guelph. 

It’s time for…

 real progress in the fight against climate change
 a actionable plan to improve affordability
 increased funding to support OSAP

Raechelle is ready to deliver. 
5
20",nan,5,20,Guelph Young Liberals
2022-04-03T23:32:28.000Z,"Onejobmorrison Climate change threatens rich ppl houses; “The damage bill from the swamping of Sydney’s coastline on Saturday is expected to run into the millions and it could take beaches up to a year to recover from one of the worst coastal erosion events in NSW since 2016”
1
3
6",1,3,6,john hillam
2022-01-17T21:34:31.000Z,"Great guest post by 
@Nowooski
 on 
@Noahpinion
's substack on how 
@SierraClub
 @NRDC
 and others have become counter productive on climate change b/c of capture by NIMBYs (and sometimes utilities). I stopped supporting these orgs years ago b/c of this.
noahpinion.substack.com
America’s Top Environmental Groups Have Lost the Plot on Climate Change
A guest post by Wally Nowinski
6
4
31",6,4,31,Matt Eggers
2022-06-08T23:12:09.000Z,"When it comes to climate change, we need to focus on what can be done NOW!
1
38
75",1,38,75,Jeffrey Levin
2022-03-09T23:24:22.000Z,"Scary headlines about climate change aren't working, if you want anyone to care you should add ""...and that could have grave implications for the stock market"" at the end
18
216
1,597",18,216,"1,597",Primary Takes Provider
2022-04-29T23:18:31.000Z,"Replying to 
@EvelKneidel
Oh he said that the only way to combat climate change is to vote
19",nan,nan,19,JoJo
